,Raw Tweet,Text Extraction,Hashtag Extraction,Reference Extraction,URL Extraction,Tweet Location,Tweet Time
386,@David_Cameron @BarackObama @SkyNews @BBCBreaking @itn @Itwitius They owe our banks too - http://t.co/hmU4OSvQYy,      they owe our banks too  ,[],"[@David_Cameron, @BarackObama, @SkyNews, @BBCBreaking, @itn, @Itwitius]",[http://t.co/hmU4OSvQYy],Prole,Sat Jul 11 10:08:47 +0000 2015
387,I got so much weed on me word to @BarackObama,i got so much weed on me word to ,[],[@BarackObama],[],Friendship Heights,Sat Jul 11 10:08:43 +0000 2015
388,@David_Cameron @BarackObama @SkyNews @BBCBreaking @itn @Itwitius Soon EUROPE will be asking for handouts. Why can't they print money?,      soon europe will be asking for handouts why cant they print money,[],"[@David_Cameron, @BarackObama, @SkyNews, @BBCBreaking, @itn, @Itwitius]",[],Beloit,Sat Jul 11 10:08:41 +0000 2015
389,@arneduncan's Legacy: http://t.co/r1TC5CVjpg via @HuffPostPol @DianeRavitch's best post ever @BarackObama #PublicEdRevolution,s legacy  via  s best post ever  publicedrevolution,[#PublicEdRevolution],"[@arneduncan, @HuffPostPol, @DianeRavitch, @BarackObama]",[http://t.co/r1TC5CVjpg],Oklahoma City,Sat Jul 11 10:08:40 +0000 2015
390,@sirfrankbouman @Miss_ENT @ILLUMINATIAM @davidcameron @BarackObama how is my favorite family doing???,     how is my favorite family doing,[],"[@sirfrankbouman, @Miss_ENT, @ILLUMINATIAM, @davidcameron, @BarackObama]",[],OWERRI IMO STATE,Sat Jul 11 10:08:37 +0000 2015
391,Statement by @POTUS @BarackObama on the 20th Anniversary of the #Srebrenica Genocide http://t.co/2VTHjevApI #SrebrenicaGenocide20Years,statement by   on the 20th anniversary of the srebrenica genocide  srebrenicagenocide20years,"[#Srebrenica, #SrebrenicaGenocide20Years]","[@POTUS, @BarackObama]",[http://t.co/2VTHjevApI],Powers,Sat Jul 11 10:08:36 +0000 2015
392,RT @LuisitoMurillo: This is a real guacamole @BarackObama @RATIONAL_AG  @Rat_Mex http://t.co/kD6o8Rko7p,  this is a real guacamole     ,[],"[@LuisitoMurillo, @BarackObama, @RATIONAL_AG, @Rat_Mex]",[http://t.co/kD6o8Rko7p],GREAT BRITAIN,Sat Jul 11 10:08:22 +0000 2015
393,@BarackObama will be coming for the 4th time @Truthfmkenya @Edgar_jonez @DjSplashMagics @IamDjSyke, will be coming for the 4th time    ,[],"[@BarackObama, @Truthfmkenya, @Edgar_jonez, @DjSplashMagics, @IamDjSyke]",[],,Sat Jul 11 10:07:26 +0000 2015
394,@David_Cameron @BarackObama @SkyNews @BBCBreaking @itn @Itwitius How do we know this is not just a way to criple Europe?,      how do we know this is not just a way to criple europe,[],"[@David_Cameron, @BarackObama, @SkyNews, @BBCBreaking, @itn, @Itwitius]",[],OWERRI IMO STATE,Sat Jul 11 10:06:24 +0000 2015
395,@thedailybeast @BarackObama He'll be back.,  hell be back,[],"[@thedailybeast, @BarackObama]",[],Paris,Sat Jul 11 10:06:15 +0000 2015
396,@David_Cameron @BarackObama @SkyNews @BBCBreaking @itn @Itwitius How better off is Greece since it joined the Euro?,      how better off is greece since it joined the euro,[],"[@David_Cameron, @BarackObama, @SkyNews, @BBCBreaking, @itn, @Itwitius]",[],chennai,Sat Jul 11 10:06:08 +0000 2015
397,@David_Cameron @BarackObama @SkyNews @BBCBreaking @itn @Itwitius If we get the Euro can we then ask for billions every time we are in debt?,      if we get the euro can we then ask for billions every time we are in debt,[],"[@David_Cameron, @BarackObama, @SkyNews, @BBCBreaking, @itn, @Itwitius]",[],Sheikhupura Pakistan,Sat Jul 11 10:06:03 +0000 2015
398,@David_Cameron @BarackObama @SkyNews @BBCBreaking @itn @Itwitius How do we know this is not just the beginning of the slippery slope?,      how do we know this is not just the beginning of the slippery slope,[],"[@David_Cameron, @BarackObama, @SkyNews, @BBCBreaking, @itn, @Itwitius]",[],GREAT BRITAIN,Sat Jul 11 10:05:46 +0000 2015
399,How many more EU countries are going to be asking for bailouts? @David_Cameron @BarackObama @SkyNews @BBCBreaking @ITN @Itwitius,how many more eu countries are going to be asking for bailouts      ,[],"[@David_Cameron, @BarackObama, @SkyNews, @BBCBreaking, @ITN, @Itwitius]",[],"Bangkok, Thailand",Sat Jul 11 10:05:19 +0000 2015
400,RT @_daizyduke_: @ashleyyesset491 you need help @BarackObama,   you need help ,[],"[@_daizyduke_, @ashleyyesset491, @BarackObama]",[],Changing the things I CANNOT accept.,Sat Jul 11 10:05:14 +0000 2015
401,Tell President @BarackObama to shine a light on dark money! #SOTU https://t.co/aYXVRmvkVN via @CommonCause,tell president  to shine a light on dark money sotu  via ,[#SOTU],"[@BarackObama, @CommonCause]",[https://t.co/aYXVRmvkVN],東京都,Sat Jul 11 10:04:43 +0000 2015
402,@ashleyyesset491 you need help @BarackObama, you need help ,[],"[@ashleyyesset491, @BarackObama]",[],,Sat Jul 11 10:04:24 +0000 2015
403,How do you feel knowing you're the first and last black president of the United States @BarackObama,how do you feel knowing youre the first and last black president of the united states ,[],[@BarackObama],[],"The Netherlands, Zeeland",Sat Jul 11 10:03:36 +0000 2015
404,"@thedailybeast Shouldnt you be focused on more important things like the OPM hack and ISIS, @BarackObama?", shouldnt you be focused on more important things like the opm hack and isis ,[],"[@thedailybeast, @BarackObama]",[],"Loosdrecht, The Netherlands",Sat Jul 11 10:03:33 +0000 2015
405,"@thedailybeast @BarackObama It's okay,Jon Snow is only black on the outside,still white on the inside,he shall live,trust me....#$$$$",  its okayjon snow is only black on the outsidestill white on the insidehe shall livetrust me,[],"[@thedailybeast, @BarackObama]",[],GREAT BRITAIN,Sat Jul 11 10:03:15 +0000 2015
406,@BarackObama follow me, follow me,[],[@BarackObama],[],東京都,Sat Jul 11 10:03:11 +0000 2015
407,@Bubba1173 @BarackObama @MostarLFC @liverboybilly @dalglish1978 @marclfcynwa @bethanysimpson @chrisred23 @SkyFantasyFooty @1973_RJC Thanks,          thanks,[],"[@Bubba1173, @BarackObama, @MostarLFC, @liverboybilly, @dalglish1978, @marclfcynwa, @bethanysimpson, @chrisred23, @SkyFantasyFooty, @1973_RJC]",[],Adirondacks  NYC ,Sat Jul 11 10:02:17 +0000 2015
408,"@pmharper @BarackObama @matteorenzi ..also, the Italian people are AWESOME!",   also the italian people are awesome,[],"[@pmharper, @BarackObama, @matteorenzi]",[],honeymoon avenue.,Sat Jul 11 10:02:11 +0000 2015
409,"@BarackObama @mombilen @POTUS Those women were definitely fair looking, not as pretty as me!+",   those women were definitely fair looking not as pretty as me,[],"[@BarackObama, @mombilen, @POTUS]",[],Teen wolf/TMR/GOT/HP/NEWTMAS,Sat Jul 11 10:01:52 +0000 2015
410,@BarackObama the increase in gas prices OVERNIGHT is making me wanna become republican, the increase in gas prices overnight is making me wanna become republican,[],[@BarackObama],[],合衆国,Sat Jul 11 10:01:46 +0000 2015
411,@BarackObama Arm the Kurds!, arm the kurds,[],[@BarackObama],[],,Sat Jul 11 10:01:41 +0000 2015
412,RT @ojailola: Sweeter than sweet! @BarackObama @POTUS blowing on a dandelion with a young child.. http://t.co/rpNuL5j4no,  sweeter than sweet   blowing on a dandelion with a young child ,[],"[@ojailola, @BarackObama, @POTUS]",[http://t.co/rpNuL5j4no],Gallagher's.,Sat Jul 11 10:01:08 +0000 2015
413,Sweeter than sweet! @BarackObama @POTUS blowing on a dandelion with a young child.. http://t.co/rpNuL5j4no,sweeter than sweet   blowing on a dandelion with a young child ,[],"[@BarackObama, @POTUS]",[http://t.co/rpNuL5j4no],Gallagher's.,Sat Jul 11 10:01:05 +0000 2015
414,#GameOfThrones superfan @BarackObama is very upset about the death of Jon Snow: http://t.co/PJGgCP4qo0 http://t.co/XlZmNmOtbw,gameofthrones superfan  is very upset about the death of jon snow  ,[#GameOfThrones],[@BarackObama],"[http://t.co/PJGgCP4qo0, http://t.co/XlZmNmOtbw]",Gallagher's.,Sat Jul 11 10:01:04 +0000 2015
415,"Hey @BarackObama, Tyrant-In-Chief, LOOKY HERE -&gt; Only 22% of Americans Favor Increased Immigration http://t.co/r02Dgjc8Kc #UniteBlue #tcot",hey  tyrantinchief looky here  only 22 of americans favor increased immigration  uniteblue tcot,"[#UniteBlue, #tcot]",[@BarackObama],[http://t.co/r02Dgjc8Kc],,Sat Jul 11 10:00:54 +0000 2015
416,RT @Everydayb2st: Do your job and vote for BTOB @BarackObama,  do your job and vote for btob ,[],"[@Everydayb2st, @BarackObama]",[],,Sat Jul 11 10:00:43 +0000 2015
417,"RT @channelv: .@Drake is @Oprah, @justinbieber, @BarackObama, @MileyCyrus and more in new 'Energy' video http://t.co/stYWjh1EUh http://t.co",   is     and more in new energy video  ,[],"[@channelv, @Drake, @Oprah, @justinbieber, @BarackObama, @MileyCyrus]","[http://t.co/stYWjh1EUh, http://t.co]",東京都,Sat Jul 11 10:00:40 +0000 2015
418,How can we have a single currency with central banks monetizing heterogeneously @BarackObama,how can we have a single currency with central banks monetizing heterogeneously ,[],[@BarackObama],[],GREAT BRITAIN,Sat Jul 11 10:00:05 +0000 2015
419,"@BarackObama  My dream is that you be one of your people
Phil serve you investigator dreams","  my dream is that you be one of your people
phil serve you investigator dreams",[],[@BarackObama],[],Gallagher's.,Sat Jul 11 10:00:03 +0000 2015
420,@BarackObama mr president im scared i dont know what to do, mr president im scared i dont know what to do,[],[@BarackObama],[],,Sat Jul 11 09:59:35 +0000 2015
421,@BarackObama SIMPEL THE BEST PRESIDENT IN U.S.A HISTORY dank uw @BarackObama http://t.co/8P4dqUiQVZ, simpel the best president in usa history dank uw  ,[],"[@BarackObama, @BarackObama]",[http://t.co/8P4dqUiQVZ],Sheikhupura Pakistan,Sat Jul 11 09:59:34 +0000 2015
422,Do your job and vote for BTOB @BarackObama,do your job and vote for btob ,[],[@BarackObama],[],,Sat Jul 11 09:59:01 +0000 2015
423,@TuckerOliver @BarackObama same,  same,[],"[@TuckerOliver, @BarackObama]",[],東京都,Sat Jul 11 09:58:36 +0000 2015
424,@kennedichance idk to be honest. I blame it on @BarackObama, idk to be honest i blame it on ,[],"[@kennedichance, @BarackObama]",[],San Diego,Sat Jul 11 09:58:05 +0000 2015
425,RT @Everydayb2st: VOTE FOR BTOB @BarackObama,  vote for btob ,[],"[@Everydayb2st, @BarackObama]",[],,Sat Jul 11 09:57:43 +0000 2015
426,VOTE FOR BTOB @BarackObama,vote for btob ,[],[@BarackObama],[],Hamburg to Greifswald,Sat Jul 11 09:57:20 +0000 2015
427,RT @pitchfork: .@BarackObama is the only American @POTUS you could reliably trust to DJ a party http://t.co/enrqMsVeQB http://t.co/sIG1nmV,   is the only american  you could reliably trust to dj a party  ,[],"[@pitchfork, @BarackObama, @POTUS]","[http://t.co/enrqMsVeQB, http://t.co/sIG1nmV]",,Sat Jul 11 09:57:08 +0000 2015
428,@mikesmith8026 @BarackObama Who is it going to hell for?  http://t.co/nGb1RnjPUz http://t.co/9XVakpJF1F,  who is it going to hell for   ,[],"[@mikesmith8026, @BarackObama]","[http://t.co/nGb1RnjPUz, http://t.co/9XVakpJF1F]",,Sat Jul 11 09:56:57 +0000 2015
429,RT @triconben: @BarackObama restoration of Biafra is the future of Africa. Grant freedom of Biafra from Nigeria. Biafra is the key to Afric,   restoration of biafra is the future of africa grant freedom of biafra from nigeria biafra is the key to afric,[],"[@triconben, @BarackObama]",[],東京都,Sat Jul 11 09:56:42 +0000 2015
430,"RT @BarackObama: ""No matter where you live, this is a special time of year to be an American."" President Obama",  no matter where you live this is a special time of year to be an american president obama,[],[@BarackObama],[],Arizona,Sat Jul 11 09:55:43 +0000 2015
431,Inside @BarackObama's stealth startup: http://t.co/rGbJqr9ZtM via @FastCompany #longreads #digitalist,inside s stealth startup  via  longreads digitalist,"[#longreads, #digitalist]","[@BarackObama, @FastCompany]",[http://t.co/rGbJqr9ZtM],U.S.A,Sat Jul 11 09:55:21 +0000 2015
432,RT @Hiiamik: The Northern part of Nigeria is both a threat to the west and east... Split the country now..@UN @PMOIndia @KremlinRussia_E @B,  the northern part of nigeria is both a threat to the west and east split the country now   ,[],"[@Hiiamik, @UN, @PMOIndia, @KremlinRussia_E, @B]",[],東京都,Sat Jul 11 09:54:57 +0000 2015
433,@BarackObama Greece is the only country which had the courage to speak out against the dictatorship of Germany to the EU, greece is the only country which had the courage to speak out against the dictatorship of germany to the eu,[],[@BarackObama],[],U.S.A,Sat Jul 11 09:54:31 +0000 2015
434,@BarackObama how are u, how are u,[],[@BarackObama],[],United Kingdom (Republic ASAP),Sat Jul 11 09:54:28 +0000 2015
435,@Johnthehipster @jesus @ycpda1 @HillaryClinton @mattromney2016 @BarackObama @JillStein2016 @god same,        same,[],"[@Johnthehipster, @jesus, @ycpda1, @HillaryClinton, @mattromney2016, @BarackObama, @JillStein2016, @god]",[],,Sat Jul 11 09:54:26 +0000 2015
436,"Weren't you going to legalize the hemp industry in America, @POTUS @BarackObama? How is the non-psycho active part of the plant illegal?",werent you going to legalize the hemp industry in america   how is the nonpsycho active part of the plant illegal,[],"[@POTUS, @BarackObama]",[],,Sat Jul 11 09:53:55 +0000 2015
437,@BarackObama syria you are voted wind bag of all time you done nothing for wahes just 2things in all thise years wind bag, syria you are voted wind bag of all time you done nothing for wahes just 2things in all thise years wind bag,[],[@BarackObama],[],,Sat Jul 11 09:53:35 +0000 2015
438,"On the left: EPA director @BillNye , middle: former president @BarackObama , right: Senator @neiltyson  https://t.co/ZXFAhBJNE4",on the left epa director   middle former president   right senator   ,[],"[@BillNye, @BarackObama, @neiltyson]",[https://t.co/ZXFAhBJNE4],,Sat Jul 11 09:53:25 +0000 2015
439,@BarackObama billions of world humans say you biggest wind bag ever usa china you run ukraine you run tibet you run hongkong you run and, billions of world humans say you biggest wind bag ever usa china you run ukraine you run tibet you run hongkong you run and,[],[@BarackObama],[],東京都,Sat Jul 11 09:53:13 +0000 2015
440,@pnkust @BarackObama @POTUS Nothing could be further from truth.,   nothing could be further from truth,[],"[@pnkust, @BarackObama, @POTUS]",[],"Countryville, oklahoma ",Sat Jul 11 09:52:56 +0000 2015
441,@BarackObama ANKARA MAYOR AKP in Ankara is dead I NEVER EVENTS PLEASE instigator of our people KILLS ONE of the AKP YE STOP Press MAY DAY, ankara mayor akp in ankara is dead i never events please instigator of our people kills one of the akp ye stop press may day,[],[@BarackObama],[],playing ball somewhere...,Sat Jul 11 09:52:38 +0000 2015
442,@BarackObama @mch7576 This is finally a proactive step for the country. We either pay modestly now or pay substantially in the longrun,  this is finally a proactive step for the country we either pay modestly now or pay substantially in the longrun,[],"[@BarackObama, @mch7576]",[],,Sat Jul 11 09:52:18 +0000 2015
443,@BarackObama .when black rules????not skin black but brain black the white house becomes black http://t.co/whBDpX3SuF, when black rulesnot skin black but brain black the white house becomes black ,[],[@BarackObama],[http://t.co/whBDpX3SuF],MUMBAI #INDIA,Sat Jul 11 09:51:49 +0000 2015
444,RT @BarackObama: Every day is #LoveYourPetDay. http://t.co/yxrIDz3gU6,  every day is loveyourpetday ,[#LoveYourPetDay],[@BarackObama],[http://t.co/yxrIDz3gU6],,Sat Jul 11 09:51:41 +0000 2015
445,@BarackObama @mch7576 forcing? Thats like say Obama is forcing you to pay taxes.,  forcing thats like say obama is forcing you to pay taxes,[],"[@BarackObama, @mch7576]",[],Captain Swan/Arrow/Flash :D,Sat Jul 11 09:51:31 +0000 2015
446,What are the chances? Another @BarackObama sanctioned #murder to protect his #lies and crims #RedNationRising #PJNET http://t.co/vCYRb9TAua,what are the chances another  sanctioned murder to protect his lies and crims rednationrising pjnet ,"[#murder, #lies, #RedNationRising, #PJNET]",[@BarackObama],[http://t.co/vCYRb9TAua],United Kingdom (Republic ASAP),Sat Jul 11 09:51:20 +0000 2015
447,RT @CStevenTucker: The TRUTH about .@BarackObama's #unemployment numbers. #tcot #teaparty .@POTUS #jobs .@KLSouth http://t.co/qnWZTLlv32,  the truth about s unemployment numbers tcot teaparty  jobs  ,"[#unemployment, #tcot, #teaparty, #jobs]","[@CStevenTucker, @BarackObama, @POTUS, @KLSouth]",[http://t.co/qnWZTLlv32],"London, England",Sat Jul 11 09:50:28 +0000 2015
448,@ksonne12 @jesus @ycpda1 @HillaryClinton @mattromney2016 @BarackObama @JillStein2016 @god I'm surprised I'm not banned from Twitter yet.,        im surprised im not banned from twitter yet,[],"[@ksonne12, @jesus, @ycpda1, @HillaryClinton, @mattromney2016, @BarackObama, @JillStein2016, @god]",[],,Sat Jul 11 09:50:27 +0000 2015
449,#ISupportBDS because the word is dominated by a li @un @hrw @BarackObama http://t.co/yJ25TW5vKJ,isupportbds because the word is dominated by a li    ,[#ISupportBDS],"[@un, @hrw, @BarackObama]",[http://t.co/yJ25TW5vKJ],"Los Angeles, CA",Sat Jul 11 09:50:07 +0000 2015
450,"Look @BarackObama  @dilmabr @fhollande @OEA_oficial @David_Cameron 
@TonyAbbottMHR @pmharper . https://t.co/UZVEmuNIa1","look       
   ",[],"[@BarackObama, @dilmabr, @fhollande, @OEA_oficial, @David_Cameron, @TonyAbbottMHR, @pmharper]",[https://t.co/UZVEmuNIa1],You never know,Sat Jul 11 09:48:30 +0000 2015
451,@BarackObama: Revoke the IRS code allowing churches to operate under non-profit http://t.co/NgUxHyK1La via @Change http://t.co/phxVo7NE9r, revoke the irs code allowing churches to operate under nonprofit  via  ,[],"[@BarackObama, @Change]","[http://t.co/NgUxHyK1La, http://t.co/phxVo7NE9r]",K.LINK INTERNATIONAL:,Sat Jul 11 09:48:21 +0000 2015
452,@FoxNews @Tazmanian5 @marcthiessen #Sad #Sickening #Traitorous #Disgusting Shame on you @BarackObama @POTUS True colors are shining through!,   sad sickening traitorous disgusting shame on you   true colors are shining through,"[#Sad, #Sickening, #Traitorous, #Disgusting]","[@FoxNews, @Tazmanian5, @marcthiessen, @BarackObama, @POTUS]",[],,Sat Jul 11 09:48:12 +0000 2015
453,"if i had a dollar for every tear of despair shed over my student loans, i could pay them off. @BarackObama",if i had a dollar for every tear of despair shed over my student loans i could pay them off ,[],[@BarackObama],[],,Sat Jul 11 09:47:07 +0000 2015
454,RT @AnonCrips: @originaldayday smdh @the stupidity of some of today's youths.. @BarackObama @realDonaldTrump @CNNPolitics @AmigooSuave,   smdh  stupidity of some of todays youths    ,[],"[@AnonCrips, @originaldayday, @the, @BarackObama, @realDonaldTrump, @CNNPolitics, @AmigooSuave]",[],"San Diego, CA",Sat Jul 11 09:47:00 +0000 2015
455,"RT @ogandu: @barackobama i,am ashamed bearing Nigerian identity I want to be identified as a biafran pls restored Biafra now",   iam ashamed bearing nigerian identity i want to be identified as a biafran pls restored biafra now,[],"[@ogandu, @barackobama]",[],Principaute de Monaco,Sat Jul 11 09:46:44 +0000 2015
456,@originaldayday smdh @the stupidity of some of today's youths.. @BarackObama @realDonaldTrump @CNNPolitics @AmigooSuave, smdh  stupidity of some of todays youths    ,[],"[@originaldayday, @the, @BarackObama, @realDonaldTrump, @CNNPolitics, @AmigooSuave]",[],,Sat Jul 11 09:45:18 +0000 2015
457,"RT @Am_vets: @BarackObama 1v1 quick scope with me, your house, mw2, xbox 360, ill bring @AdemAvalos and @Frostyy_3 to be the refs",   1v1 quick scope with me your house mw2 xbox 360 ill bring  and  to be the refs,[],"[@Am_vets, @BarackObama, @AdemAvalos, @Frostyy_3]",[],You never know,Sat Jul 11 09:45:16 +0000 2015
458,@jaredabadia @llexibbrown @BarackObama hook these guys up they're going places ,   hook these guys up theyre going places ,[],"[@jaredabadia, @llexibbrown, @BarackObama]",[],,Sat Jul 11 09:43:55 +0000 2015
459,"RT @BarackObama: Everyone deserves the same benefits, no matter who they love. http://t.co/I0BbBXl31y #LoveIsLove &gt;&gt;Try asking Osborne!",  everyone deserves the same benefits no matter who they love  loveislove try asking osborne,[#LoveIsLove],[@BarackObama],[http://t.co/I0BbBXl31y],Arizona,Sat Jul 11 09:43:45 +0000 2015
460,@IsraeliPM @Palestine_UN @BarackObama @PutinRF_Eng  The Goodness overcame evil=https://t.co/xDmHSyHDTp = USA AND RUSSIA=FRIENDS,     the goodness overcame evil  usa and russiafriends,[],"[@IsraeliPM, @Palestine_UN, @BarackObama, @PutinRF_Eng]",[https://t.co/xDmHSyHDTp],Principaute de Monaco,Sat Jul 11 09:43:22 +0000 2015
461,"This woman, has helped me to cope with the difficulties of everyday life and enjoy life 
@BarackObama and @katyperry http://t.co/ZMHzdiVOEK","this woman has helped me to cope with the difficulties of everyday life and enjoy life 
 and  ",[],"[@BarackObama, @katyperry]",[http://t.co/ZMHzdiVOEK],,Sat Jul 11 09:42:40 +0000 2015
462,@IsraeliPM @Palestine_UN @BarackObama  @KremlinRussia_E The Goodness overcame evil=https://t.co/xDmHSyHDTp =PALESTINE AND ISRAEL=FRIENDS,     the goodness overcame evil palestine and israelfriends,[],"[@IsraeliPM, @Palestine_UN, @BarackObama, @KremlinRussia_E]",[https://t.co/xDmHSyHDTp],,Sat Jul 11 09:42:23 +0000 2015
463,"@BarackObama 1v1 quick scope with me, your house, mw2, xbox 360, ill bring @AdemAvalos and @Frostyy_3 to be the refs", 1v1 quick scope with me your house mw2 xbox 360 ill bring  and  to be the refs,[],"[@BarackObama, @AdemAvalos, @Frostyy_3]",[],Earth,Sat Jul 11 09:42:10 +0000 2015
464,RT @sulllay: @BarackObama what happened to ebola?,   what happened to ebola,[],"[@sulllay, @BarackObama]",[],,Sat Jul 11 09:41:50 +0000 2015
465,@BarackObama you my hero, you my hero,[],[@BarackObama],[],Principaute de Monaco,Sat Jul 11 09:41:37 +0000 2015
466,@BarackObama what happened to ebola?, what happened to ebola,[],[@BarackObama],[],,Sat Jul 11 09:41:07 +0000 2015
467,A fanatic is someone who redoubles his efforts while losing sight of his goal But undoing America is the @BarackObama goal. #immigration,a fanatic is someone who redoubles his efforts while losing sight of his goal but undoing america is the  goal immigration,[#immigration],[@BarackObama],[],GREAT BRITAIN,Sat Jul 11 09:40:47 +0000 2015
468,And I suppose one is shocked that #attorneyGeneral for @BarackObama is returning to defend #WallStreet @rcooley123? Or not. #OWS. #boycott.,and i suppose one is shocked that attorneygeneral for  is returning to defend wallstreet  or not ows boycott,"[#attorneyGeneral, #WallStreet, #OWS, #boycott]","[@BarackObama, @rcooley123]",[],"Provo, Utah",Sat Jul 11 09:40:29 +0000 2015
469,@OkDemocrats is there a schedule to be able to attend @BarackObama 's visits to Oklahoma? I really want to see my president!, is there a schedule to be able to attend  s visits to oklahoma i really want to see my president,[],"[@OkDemocrats, @BarackObama]",[],,Sat Jul 11 09:40:07 +0000 2015
470,RT @fightforthereef: When Attenborough met @BarackObama and talked about the future of the #GreatBarrierReef http://t.co/2offpXQ4w7 http://,  when attenborough met  and talked about the future of the greatbarrierreef  http,[#GreatBarrierReef],"[@fightforthereef, @BarackObama]",[http://t.co/2offpXQ4w7],,Sat Jul 11 09:39:35 +0000 2015
471,@BarackObama @Pontifex - I got mad at him too many kids died I slammed my watch into the walkway behind his house at night.,   i got mad at him too many kids died i slammed my watch into the walkway behind his house at night,[],"[@BarackObama, @Pontifex]",[],"Born and raised Detroit, Mi USA",Sat Jul 11 09:39:04 +0000 2015
472,"RT @MichelleObama: The First Lady voted for @BarackObama for the same reason she married himhis character. http://t.co/6MXRyZOl, http://t.",  the first lady voted for  for the same reason she married himhis character  httpt,[],"[@MichelleObama, @BarackObama]",[http://t.co/6MXRyZOl],Nairobi,Sat Jul 11 09:38:33 +0000 2015
473,Can treaty power be used to lock away the ladder of upward mobility? http://t.co/GXDOg6Wb8m The courts say no #rewritetherules @BarackObama,can treaty power be used to lock away the ladder of upward mobility  the courts say no rewritetherules ,[#rewritetherules],[@BarackObama],[http://t.co/GXDOg6Wb8m],Arizona ,Sat Jul 11 09:38:23 +0000 2015
474,Who is your leader? @BarackObama. Listen &amp; check in with him too is your duty. Okay @Pontifex,who is your leader  listen and check in with him too is your duty okay ,[],"[@BarackObama, @Pontifex]",[],Starship Alaska,Sat Jul 11 09:38:16 +0000 2015
475,@BarackObama fix this @Caitlyn_Jenner, fix this ,[],"[@BarackObama, @Caitlyn_Jenner]",[],,Sat Jul 11 09:37:26 +0000 2015
476,@BarackObama  citizens killed by illegal immigrants and u do and say nothing stop playing politics and help the citizens we pay your salary,  citizens killed by illegal immigrants and u do and say nothing stop playing politics and help the citizens we pay your salary,[],[@BarackObama],[],"Old Dominion, U.S. of A. ",Sat Jul 11 09:37:04 +0000 2015
477,RT @LeonardHa11: @MelissaDJamison @KimPossible @CIA @BarackObama @FBI @TheRock Someone Help This Man lol,        someone help this man lol,[],"[@LeonardHa11, @MelissaDJamison, @KimPossible, @CIA, @BarackObama, @FBI, @TheRock]",[],Gurgaon India,Sat Jul 11 09:36:47 +0000 2015
478,"Can it escalate? Oh yes, #Obama just gave #Iran nukes at #IranTalks. Next is  #ICBM's, then #Kurdistan! @kikiallus @hadi_elis @BarackObama",can it escalate oh yes obama just gave iran nukes at irantalks next is  icbms then kurdistan   ,"[#Obama, #Iran, #IranTalks, #ICBM, #Kurdistan]","[@kikiallus, @hadi_elis, @BarackObama]",[],"Miami, FL",Sat Jul 11 09:36:45 +0000 2015
479,@billpostmus This is the epitome of stagnation &amp; complacency. @BarackObama continues to prove that he's grossly incompetent to be #POTUS, this is the epitome of stagnation and complacency  continues to prove that hes grossly incompetent to be potus,[#POTUS],"[@billpostmus, @BarackObama]",[],,Sat Jul 11 09:36:38 +0000 2015
480,"Free Leonard Peltier -  Amnesty International
  http://t.co/akNbt2huI9
@Potus @BarackObama @WhiteHouse","free leonard peltier   amnesty international
  
  ",[],"[@Potus, @BarackObama, @WhiteHouse]",[http://t.co/akNbt2huI9],West Sussex,Sat Jul 11 09:35:26 +0000 2015
481,"RT @99centOPEN: @chuckwoolery @DixieDiva_2ACSA
Please don't refer to @barackobama as ""Mr. President. This illegitimate puppet show is an af","   
please dont refer to  as mr president this illegitimate puppet show is an af",[],"[@99centOPEN, @chuckwoolery, @DixieDiva_2ACSA, @barackobama]",[],"New York, NY",Sat Jul 11 09:34:45 +0000 2015
482,RT @sandraalvarez0: .@BarackObama and I  are gonna change the world.  http://t.co/gjFFBuWWof,   and i  are gonna change the world  ,[],"[@sandraalvarez0, @BarackObama]",[http://t.co/gjFFBuWWof],fort worth tx,Sat Jul 11 09:34:38 +0000 2015
483,"@BarackObama your visit to Oklahoma is special. I'd love to see you speak, is there a forum that I can attend? @WhiteHouse", your visit to oklahoma is special id love to see you speak is there a forum that i can attend ,[],"[@BarackObama, @WhiteHouse]",[],,Sat Jul 11 09:34:02 +0000 2015
484,RT @BriatneyD: @HilgaDee @gdock7 @ayllonasi @EtikaWNetwork @breath0air @NotFlamingZebra @DashieXP @BarackObama @Jessewelle EW GT AWY PRVRTS,           ew gt awy prvrts,[],"[@BriatneyD, @HilgaDee, @gdock7, @ayllonasi, @EtikaWNetwork, @breath0air, @NotFlamingZebra, @DashieXP, @BarackObama, @Jessewelle]",[],,Sat Jul 11 09:33:46 +0000 2015
485,@BarackObama of China http://t.co/ncLurSAcgl, of china ,[],[@BarackObama],[http://t.co/ncLurSAcgl],Principaute de Monaco,Sat Jul 11 09:33:28 +0000 2015
486,@HilgaDee @gdock7 @ayllonasi @EtikaWNetwork @breath0air @NotFlamingZebra @DashieXP @BarackObama @Jessewelle EW GT AWY PRVRTS @HillaryClinton,         ew gt awy prvrts ,[],"[@HilgaDee, @gdock7, @ayllonasi, @EtikaWNetwork, @breath0air, @NotFlamingZebra, @DashieXP, @BarackObama, @Jessewelle, @HillaryClinton]",[],,Sat Jul 11 09:33:04 +0000 2015
